Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
4987302833,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Colby Parkinson (41034730),Puka Nacua (41034268),Titans (41034959),,RB,Trey Benson (41034058),Trey Benson,41034058,RB/FLEX,5400,LAR@ARI 12/07/2025 04:25PM ET,ARI,8.85
4987302834,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Michael Carter (41034086),Ashton Jeanty (41034042),Pat Bryant (41034388),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans (41034959),,RB,Aaron Jones Sr. (41034060),Aaron Jones Sr.,41034060,RB/FLEX,5300,WAS@MIN 12/07/2025 01:00PM ET,MIN,9.5
4987302837,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kyren Williams (41034034),Troy Franklin (41034302),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Raiders (41034969),,WR,Chris Godwin Jr. (41034310),Chris Godwin Jr.,41034310,WR/FLEX,5300,NO@TB 12/07/2025 01:00PM ET,TB,6.22
4987302844,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),RJ Harvey (41034050),Ashton Jeanty (41034042),Jalen Nailor (41034408),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Browns (41034951),,WR,Khalil Shakir (41034312),Khalil Shakir,41034312,WR/FLEX,5300,CIN@BUF 12/07/2025 01:00PM ET,BUF,11.03
4987302847,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Josh Jacobs (41034030),Bijan Robinson (41034022),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),AJ Barner (41034726),Kenneth Walker III (41034052),Raiders (41034969),,WR,Christian Watson (41034314),Christian Watson,41034314,WR/FLEX,5200,CHI@GB 12/07/2025 04:25PM ET,GB,12.6
4987302849,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Greg Dortch (41034344),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Broncos (41034949),,WR,Terry McLaurin (41034316),Terry McLaurin,41034316,WR/FLEX,5200,WAS@MIN 12/07/2025 01:00PM ET,WAS,12.38
4987302851,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Troy Franklin (41034302),Darnell Mooney (41034326),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Rams (41034950),,QB,Tua Tagovailoa (41033953),Tua Tagovailoa,41033953,QB,5200,MIA@NYJ 12/07/2025 01:00PM ET,MIA,12.78
4987302853,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Darnell Mooney (41034326),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Buccaneers (41034952),,RB,Zonovan Knight (41034064),Zonovan Knight,41034064,RB/FLEX,5200,LAR@ARI 12/07/2025 04:25PM ET,ARI,8.77
4987302856,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Josh Jacobs (41034030),Ashton Jeanty (41034042),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Colby Parkinson (41034730),RJ Harvey (41034050),Broncos (41034949),,RB,Zach Charbonnet (41034066),Zach Charbonnet,41034066,RB/FLEX,5100,SEA@ATL 12/07/2025 01:00PM ET,SEA,9.76
4987302859,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Troy Franklin (41034302),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Titans (41034959),,QB,Aaron Rodgers (41033954),Aaron Rodgers,41033954,QB,5100,PIT@BAL 12/07/2025 01:00PM ET,PIT,14.18
4987302860,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Josh Jacobs (41034030),Kyren Williams (41034034),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Titans (41034959),,WR,Alec Pierce (41034318),Alec Pierce,41034318,WR/FLEX,5100,IND@JAX 12/07/2025 01:00PM ET,IND,11.69
4987302861,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),De'Von Achane (41034020),Kenneth Walker III (41034052),Dylan Drummond (41034676),Adonai Mitchell (41034334),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns (41034951),,RB,Devin Neal (41034062),Devin Neal,41034062,RB/FLEX,5100,NO@TB 12/07/2025 01:00PM ET,NO,4.3
4987302864,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Bijan Robinson (41034022),Troy Franklin (41034302),Puka Nacua (41034268),Michael Wilson (41034298),AJ Barner (41034726),Tre Tucker (41034330),Raiders (41034969),,RB,Kenneth Gainwell (41034068),Kenneth Gainwell,41034068,RB/FLEX,5000,PIT@BAL 12/07/2025 01:00PM ET,PIT,11.21
4987302866,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Josh Jacobs (41034030),Ashton Jeanty (41034042),Luther Burden III (41034362),Puka Nacua (41034268),Michael Wilson (41034298),Colston Loveland (41034728),RJ Harvey (41034050),Browns (41034951),,WR,Parker Washington (41034320),Parker Washington,41034320,WR/FLEX,5000,IND@JAX 12/07/2025 01:00PM ET,JAX,9.27
4987302869,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Darnell Mooney (41034326),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Courtland Sutton (41034300),Browns (41034951),,TE,Tyler Warren (41034696),Tyler Warren,41034696,TE/FLEX,5000,IND@JAX 12/07/2025 01:00PM ET,IND,13.08
4987302877,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kyren Williams (41034034),Cooper Kupp (41034350),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Packers (41034957),,QB,Marcus Mariota (41033955),Marcus Mariota,41033955,QB,5000,WAS@MIN 12/07/2025 01:00PM ET,WAS,14.52
4987302884,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Pat Bryant (41034388),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Browns (41034951),,RB,Rachaad White (41034070),Rachaad White,41034070,RB/FLEX,5000,NO@TB 12/07/2025 01:00PM ET,TB,9.59
4987302886,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),De'Von Achane (41034020),Kenneth Walker III (41034052),Adonai Mitchell (41034334),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),John Metchie III (41034338),Saints (41034966),,RB,Tony Pollard (41034072),Tony Pollard,41034072,RB/FLEX,4900,TEN@CLE 12/07/2025 01:00PM ET,TEN,9.28
4987302888,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Puka Nacua (41034268),Courtland Sutton (41034300),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Tre Tucker (41034330),Rams (41034950),,RB,Tyjae Spears (41034074),Tyjae Spears,41034074,RB/FLEX,4900,TEN@CLE 12/07/2025 01:00PM ET,TEN,8.39
4987302890,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Troy Franklin (41034302),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Tre Tucker (41034330),Broncos (41034949),,WR,Romeo Doubs (41034324),Romeo Doubs,41034324,WR/FLEX,4900,CHI@GB 12/07/2025 04:25PM ET,GB,10.93
4987302892,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Puka Nacua (41034268),Courtland Sutton (41034300),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Zonovan Knight (41034064),Packers (41034957),,WR,Jordan Addison (41034322),Jordan Addison,41034322,WR/FLEX,4900,WAS@MIN 12/07/2025 01:00PM ET,MIN,11.49
4987302893,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kyren Williams (41034034),Darnell Mooney (41034326),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Raiders (41034969),,QB,Tyrod Taylor (41033956),Tyrod Taylor,41033956,QB,4900,MIA@NYJ 12/07/2025 01:00PM ET,NYJ,13.24
4987302900,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jacoby Brissett (41033949),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Troy Franklin (41034302),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Courtland Sutton (41034300),Vikings (41034958),,WR,Darnell Mooney (41034326),Darnell Mooney,41034326,WR/FLEX,4800,SEA@ATL 12/07/2025 01:00PM ET,ATL,5.93
4987302558,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Colby Parkinson (41034730),Puka Nacua (41034268),Steelers (41034962),,QB,Cam Ward (41033957),Cam Ward,41033957,QB,4800,TEN@CLE 12/07/2025 01:00PM ET,TEN,10.7
4987302559,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Terry McLaurin (41034316),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),T.J. Hockenson (41034724),Puka Nacua (41034268),Browns (41034951),,RB,Emanuel Wilson (41034076),Emanuel Wilson,41034076,RB/FLEX,4800,CHI@GB 12/07/2025 04:25PM ET,GB,6.57
4987302560,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Bijan Robinson (41034022),Terry McLaurin (41034316),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),AJ Barner (41034726),Puka Nacua (41034268),Raiders (41034969),,WR,DJ Moore (41034328),DJ Moore,41034328,WR/FLEX,4800,CHI@GB 12/07/2025 04:25PM ET,CHI,10.16
4987302563,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Terry McLaurin (41034316),Jalen Nailor (41034408),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Browns (41034951),,RB,Bhayshul Tuten (41034078),Bhayshul Tuten,41034078,RB/FLEX,4800,IND@JAX 12/07/2025 01:00PM ET,JAX,6.04
4987302564,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Kenneth Walker III (41034052),Terry McLaurin (41034316),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Browns (41034951),,QB,J.J. McCarthy (41033958),J.J. McCarthy,41033958,QB,4700,WAS@MIN 12/07/2025 01:00PM ET,MIN,12.69
4987302565,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Bijan Robinson (41034022),Kenneth Walker III (41034052),Terry McLaurin (41034316),Jalen Nailor (41034408),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers (41034957),,RB,Chris Rodriguez Jr. (41034080),Chris Rodriguez Jr.,41034080,RB/FLEX,4700,WAS@MIN 12/07/2025 01:00PM ET,WAS,5.76
4987302566,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Kenneth Walker III (41034052),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders (41034969),,RB,Jacory Croskey-Merritt (41034082),Jacory Croskey-Merritt,41034082,RB/FLEX,4700,WAS@MIN 12/07/2025 01:00PM ET,WAS,7.72
4987302567,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Bijan Robinson (41034022),Cooper Kupp (41034350),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders (41034969),,WR,Tre Tucker (41034330),Tre Tucker,41034330,WR/FLEX,4700,DEN@LV 12/07/2025 04:05PM ET,LV,11.3
4987302764,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Bijan Robinson (41034022),Jordan Addison (41034322),Terry McLaurin (41034316),Michael Wilson (41034298),AJ Barner (41034726),Puka Nacua (41034268),Steelers (41034962),,WR,Adonai Mitchell (41034334),Adonai Mitchell,41034334,WR/FLEX,4600,MIA@NYJ 12/07/2025 01:00PM ET,NYJ,5.33
4987302765,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Kenneth Walker III (41034052),Kyren Williams (41034034),Jordan Addison (41034322),Terry McLaurin (41034316),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers (41034957),,QB,Tyler Shough (41033959),Tyler Shough,41033959,QB,4600,NO@TB 12/07/2025 01:00PM ET,NO,10.64
4987302768,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Kenneth Walker III (41034052),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Jets (41034964),,RB,Blake Corum (41034084),Blake Corum,41034084,RB/FLEX,4600,LAR@ARI 12/07/2025 04:25PM ET,LAR,5.02
4987302770,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Bijan Robinson (41034022),Kenneth Walker III (41034052),Jalen Nailor (41034408),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans (41034959),,WR,Andrei Iosivas (41034332),Andrei Iosivas,41034332,WR/FLEX,4600,CIN@BUF 12/07/2025 01:00PM ET,CIN,6
4987302771,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Zonovan Knight (41034064),Kenneth Walker III (41034052),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Steelers (41034962),,QB,Kirk Cousins (41033960),Kirk Cousins,41033960,QB,4500,SEA@ATL 12/07/2025 01:00PM ET,ATL,7.84
4987302772,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Kenneth Walker III (41034052),Kyren Williams (41034034),Jordan Addison (41034322),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans (41034959),,RB,Tyler Allgeier (41034090),Tyler Allgeier,41034090,RB/FLEX,4500,SEA@ATL 12/07/2025 01:00PM ET,ATL,8.25
4987302773,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Zonovan Knight (41034064),Kenneth Walker III (41034052),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Saints (41034966),,RB,Keaton Mitchell (41034092),Keaton Mitchell,41034092,RB/FLEX,4500,PIT@BAL 12/07/2025 01:00PM ET,BAL,4.24
4987302775,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Pat Bryant (41034388),Terry McLaurin (41034316),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Browns (41034951),,WR,Chimere Dike (41034336),Chimere Dike,41034336,WR/FLEX,4500,TEN@CLE 12/07/2025 01:00PM ET,TEN,6.65
4987302776,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),T.J. Hockenson (41034724),Puka Nacua (41034268),Jets (41034964),,TE,Zach Ertz (41034698),Zach Ertz,41034698,TE/FLEX,4500,WAS@MIN 12/07/2025 01:00PM ET,WAS,10.61
4987302782,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Jordan Addison (41034322),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Evan Engram (41034720),Puka Nacua (41034268),Browns (41034951),,WR,John Metchie III (41034338),John Metchie III,41034338,WR/FLEX,4500,MIA@NYJ 12/07/2025 01:00PM ET,NYJ,4.01
4987302786,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Zonovan Knight (41034064),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Evan Engram (41034720),Puka Nacua (41034268),Titans (41034959),,RB,Sean Tucker (41034088),Sean Tucker,41034088,RB/FLEX,4500,NO@TB 12/07/2025 01:00PM ET,TB,6.01
4987302788,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Evan Engram (41034720),Puka Nacua (41034268),Raiders (41034969),,WR,Rashid Shaheed (41034342),Rashid Shaheed,41034342,WR/FLEX,4400,SEA@ATL 12/07/2025 01:00PM ET,SEA,9.21
4987302789,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Jalen Nailor (41034408),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Packers (41034957),,QB,Shedeur Sanders (41033961),Shedeur Sanders,41033961,QB,4400,TEN@CLE 12/07/2025 01:00PM ET,CLE,8.1
4987302793,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Evan Engram (41034720),Puka Nacua (41034268),Jets (41034964),,RB,Dylan Sampson (41034094),Dylan Sampson,41034094,RB/FLEX,4400,TEN@CLE 12/07/2025 01:00PM ET,CLE,5.48
4987302799,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Colby Parkinson (41034730),Puka Nacua (41034268),Raiders (41034969),,WR,Josh Downs (41034340),Josh Downs,41034340,WR/FLEX,4400,IND@JAX 12/07/2025 01:00PM ET,IND,8.54
4987302800,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Justin Jefferson (41034276),Terry McLaurin (41034316),Michael Wilson (41034298),Evan Engram (41034720),Puka Nacua (41034268),Commanders (41034960),,RB,Michael Carter (41034086),Michael Carter,41034086,RB/FLEX,4400,LAR@ARI 12/07/2025 04:25PM ET,ARI,7.6
4987302806,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Justin Jefferson (41034276),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),T.J. Hockenson (41034724),Puka Nacua (41034268),Cardinals (41034967),,RB,Emari Demercado (41034096),Emari Demercado,41034096,RB/FLEX,4400,LAR@ARI 12/07/2025 04:25PM ET,ARI,4.83
4987302808,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Kenneth Walker III (41034052),Jordan Addison (41034322),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Broncos (41034949),,RB,Zavier Scott (41034102),Zavier Scott,41034102,RB/FLEX,4300,WAS@MIN 12/07/2025 01:00PM ET,MIN,2.94
4987302809,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Pat Bryant (41034388),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Brock Bowers (41034694),Puka Nacua (41034268),Packers (41034957),,RB,Ollie Gordon II (41034100),Ollie Gordon II,41034100,RB/FLEX,4300,MIA@NYJ 12/07/2025 01:00PM ET,MIA,3.7
4987302811,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Jordan Addison (41034322),Justin Jefferson (41034276),Jaxon Smith-Njigba (41034266),Kyle Pitts Sr. (41034702),Terry McLaurin (41034316),Raiders (41034969),,QB,Geno Smith (41033962),Geno Smith,41033962,QB,4300,DEN@LV 12/07/2025 04:05PM ET,LV,13.47
4987302814,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Puka Nacua (41034268),Deebo Samuel Sr. (41034304),Michael Wilson (41034298),Colby Parkinson (41034730),RJ Harvey (41034050),Browns (41034951),,WR,Greg Dortch (41034344),Greg Dortch,41034344,WR/FLEX,4300,LAR@ARI 12/07/2025 04:25PM ET,ARI,6.26
4987302835,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Aaron Jones Sr. (41034060),Kyren Williams (41034034),Terry McLaurin (41034316),Puka Nacua (41034268),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Kenneth Walker III (41034052),Commanders (41034960),,RB,Ty Johnson (41034098),Ty Johnson,41034098,RB/FLEX,4300,CIN@BUF 12/07/2025 01:00PM ET,BUF,4.47
4987302852,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Terry McLaurin (41034316),Puka Nacua (41034268),Michael Wilson (41034298),Colby Parkinson (41034730),RJ Harvey (41034050),Broncos (41034949),,TE,Dalton Kincaid (41034700),Dalton Kincaid,41034700,TE/FLEX,4300,CIN@BUF 12/07/2025 01:00PM ET,BUF,12.98
4987302862,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Terry McLaurin (41034316),Deebo Samuel Sr. (41034304),Jaxon Smith-Njigba (41034266),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Titans (41034959),,TE,Kyle Pitts Sr. (41034702),Kyle Pitts Sr.,41034702,TE/FLEX,4200,SEA@ATL 12/07/2025 01:00PM ET,ATL,9.68
4987302863,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Terry McLaurin (41034316),Puka Nacua (41034268),Michael Wilson (41034298),Evan Engram (41034720),RJ Harvey (41034050),Browns (41034951),,WR,Jerry Jeudy (41034348),Jerry Jeudy,41034348,WR/FLEX,4200,TEN@CLE 12/07/2025 01:00PM ET,CLE,6.84
4987302870,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),Ashton Jeanty (41034042),Aaron Jones Sr. (41034060),Terry McLaurin (41034316),Darnell Mooney (41034326),Jaxon Smith-Njigba (41034266),Kyle Pitts Sr. (41034702),RJ Harvey (41034050),Browns (41034951),,WR,Jayden Reed (41034346),Jayden Reed,41034346,WR/FLEX,4200,CHI@GB 12/07/2025 04:25PM ET,GB,6.75
4987302887,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Jayden Daniels (41033946),RJ Harvey (41034050),Ashton Jeanty (41034042),Jordan Addison (41034322),Deebo Samuel Sr. (41034304),Jaxon Smith-Njigba (41034266),Kyle Pitts Sr. (41034702),Darnell Mooney (41034326),Browns (41034951),,QB,Max Brosmer (41033963),Max Brosmer,41033963,QB,4200,WAS@MIN 12/07/2025 01:00PM ET,MIN,0.63
4987302767,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Dylan Drummond (41034676),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Packers (41034957),,RB,Jeremy McNichols (41034106),Jeremy McNichols,41034106,RB/FLEX,4200,WAS@MIN 12/07/2025 01:00PM ET,WAS,4.92
4987302774,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),RJ Harvey (41034050),Ashton Jeanty (41034042),Pat Bryant (41034388),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Commanders (41034960),,RB,Jaleel McLaughlin (41034108),Jaleel McLaughlin,41034108,RB/FLEX,4200,DEN@LV 12/07/2025 04:05PM ET,DEN,4.13
4987302779,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Josh Jacobs (41034030),Zonovan Knight (41034064),Luther Burden III (41034362),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Raiders (41034969),,RB,Samaje Perine (41034104),Samaje Perine,41034104,RB/FLEX,4200,CIN@BUF 12/07/2025 01:00PM ET,CIN,4.12
4987302784,NFL $150K mini-MAX [150 Entry Max],185637288,$0.50 ,Kirk Cousins (41033960),Ashton Jeanty (41034042),Kenneth Walker III (41034052),Pat Bryant (41034388),Jaxon Smith-Njigba (41034266),Michael Wilson (41034298),Kyle Pitts Sr. (41034702),Puka Nacua (41034268),Titans (41034959),,WR,Cooper Kupp (41034350),Cooper Kupp,41034350,WR/FLEX,4100,SEA@ATL 12/07/2025 01:00PM ET,SEA,7.53
